transaction_id,merchant_id,customer_id,device_id,ip_id,pm_id,amount,currency,status,payment_method_type,created_at,is_abuse_ring,ring_id,is_fraudulent
8c4f5653-917f-4f86-a730-862522126047,4a34c787-bdd6-442f-978b-590a62b557f2,2a2fc95b-2a26-4061-ab47-deb391a39662,508ddba9-c636-49e8-b7b1-09d4878e2c90,5f935a15-3329-4ac6-8a13-9e7d499b5a75,cf946069-94af-4380-9b02-187612954373,1995.0,INR,captured,netbanking,2026-06-10 08:13:00,False,-1,False
6ffa04f9-5a09-4e3f-8795-db0af5acdea5,5a65738f-e1b8-43f7-8dea-0fcf02106715,182d521b-0240-4251-9c73-01be74e946ea,2616d177-db24-45a7-9ffc-abebc3ef3026,8c4be2d4-cc85-4f2e-859f-700498304ddd,12c8ecb9-a9c1-4966-8728-9b5712d37be6,1270.05,INR,captured,card,2026-06-15 13:39:00,False,-1,False
8e6c234a-7b65-4645-9ed5-1d70a6a3f87a,61b65438-9271-42d4-9bcd-586c8aa58357,13c20525-e7d4-4e70-8b57-f6d1ea573aa4,920c4c10-d363-4e2d-8adb-dde78839ae54,527a9183-c02b-441d-9422-87e3c9124d96,199384e0-a871-4d6f-b32e-f9893d1b9ec0,1217.13,INR,captured,wallet,2026-05-01 08:54:00,False,-1,False
805adf97-26c8-4a70-b85a-290a898baa64,5a65738f-e1b8-43f7-8dea-0fcf02106715,0f938e5f-20d1-484c-b708-91edc3cbebd8,99d8df9a-1d92-4ae8-a38d-6d724044ca53,7d500b77-6cc0-49c4-9bd2-e4b6340ed23e,84c828d1-68f7-4d8b-8858-665afaada8f1,472.14,INR,captured,upi,2026-06-24 05:12:00,True,0,True
904a43d0-41f8-4ad0-be07-429feb6966df,04795039-6bb2-4022-92c4-4eaceb902ec0,c1eee32a-b9b0-4de0-be0a-928f163f0c95,305b33aa-d3be-44f4-92fe-c09f615aa58a,2ad30252-9df0-4eda-833b-3d08838914c0,ea0b1bed-b748-4e95-b144-32a189973561,1864.87,INR,captured,upi,2026-06-07 02:34:00,False,-1,False
0edd1676-88e6-4b6d-b884-5e198a2dd7ae,28870073-fe65-44b5-b52a-6493dc0016fd,9ebee4ff-b157-4ed6-b389-b49e4bd95564,5316d69f-b406-41e6-a345-20d5b065c4ec,41359c92-93ef-44d7-81cf-ead82b3f0608,cbd238fc-0cbb-42db-8db6-3dd4e04c2f8a,229.05,INR,captured,card,2026-06-13 09:52:00,False,-1,False
e171566a-7873-4181-a42f-9ac9f9dc7896,675140ee-0253-4429-873d-17ab90b6837f,1d2170f5-9e84-4cde-b51b-a01c31d3f35c,aebc2eca-922f-4704-ba24-d6f85c63bd87,eafd9115-1c7c-43f5-9a6d-91c1a4c945a5,79df3d19-924d-4bb7-adc8-70e6c86b4ca4,594.84,INR,captured,netbanking,2026-06-28 13:13:00,False,-1,False
a8c2e7aa-ee36-489d-89c2-258abfddf681,563e43fa-b8bc-45dc-8d60-a4c2093ddff5,d2b656d0-df45-44c3-b56c-59dac4d1ef89,8be54bc9-bdab-496c-b9a3-549794131ee9,40068d3b-f50d-4068-b6cb-d26f7f77ac98,ff4a97e4-2065-4665-8248-59359f33e804,588.69,INR,captured,upi,2026-06-21 16:17:00,False,-1,False
3529f6d1-9e41-49b2-ba0b-cd807336400f,96d20b35-2b7d-4e89-bcbf-27c84aa35780,5d19465f-573d-4c9b-8750-765805b78e84,5328f2dd-6508-40d0-86bc-00e0fb7f9405,78619bb3-48d9-4df7-98da-4024879d2743,c8dfeecd-b8da-4a93-a968-adc064bce6d7,831.06,INR,captured,card,2026-05-22 09:27:00,False,-1,False
3399e462-6256-4dec-aa33-bfe169942249,a0ed6ea0-9ca3-476e-9643-a23fb566d537,032d5b15-253d-4b0a-a9c3-d8ef8c765efc,005edbef-7c3d-4760-bf32-9a0683120344,4db5debb-6e98-46ff-aa5a-be3a2b93f78d,dfdc1432-a351-4751-acb9-333510ae88be,1049.17,INR,captured,wallet,2026-05-27 19:49:00,False,-1,False
e5287afc-71ef-4599-ac23-f7dcfc903d85,4a34c787-bdd6-442f-978b-590a62b557f2,8ada34ba-57f1-47d2-aae2-4ed79f0cb4bb,5a2183be-6be8-4b55-bf29-06effe9acc6a,c73a68fc-b5b1-478f-b68d-af32b8b6d622,3899b381-c443-4e69-8e72-89c4049786fc,1039.14,INR,captured,card,2026-06-02 18:36:00,False,-1,False
6a95a8f6-3b90-4527-8c31-782338af59f9,675140ee-0253-4429-873d-17ab90b6837f,2a5824a9-d397-457d-aeb4-85e53a194d1b,96914815-5157-4224-9d82-b30ba5b96cfb,552fcdb8-aa4c-4574-86cb-88fbe7513f20,f28def65-d840-4651-adf4-25710fe53333,2067.17,INR,captured,upi,2026-05-17 14:14:00,False,-1,False
922c87c0-8135-4522-899f-4c495a460a16,a0ed6ea0-9ca3-476e-9643-a23fb566d537,7529920f-89bc-44da-895b-1c871304cd97,cd967541-e316-425c-ae75-7d18966aa18b,8f80e10b-aadd-42bc-98f3-7a3f75b9479b,8e0b060a-594d-4ce8-b8f1-a88f0ba5ddcc,273.33,INR,captured,card,2026-05-29 08:57:00,False,-1,False
564c98a0-20d6-45d5-9b79-86908f186804,4a34c787-bdd6-442f-978b-590a62b557f2,7ef2c46a-66fe-4abf-86d0-bb8837f8e001,3cd8fca2-2532-426b-9868-e75161db1e24,4d1bbf29-d950-4171-9bf7-1f7a9a063b5a,4a281602-b371-44ac-b388-1a4e56808bbc,596.48,INR,captured,netbanking,2026-05-29 04:43:00,False,-1,False
a11ff581-b6b1-4778-a899-b6d2cdcbd16b,28870073-fe65-44b5-b52a-6493dc0016fd,6b007026-39c2-43ee-946c-03d83840e2ba,f0ccf112-68c8-49e0-8499-bb9d0873b882,e37fe6ea-5a36-4378-b1ae-2e265016956d,13d12120-63ea-4169-a33d-59381dd84744,129.23,INR,captured,netbanking,2026-05-01 14:44:00,False,-1,False
0a0f3337-9ad5-4ffa-8535-726f929638d4,28870073-fe65-44b5-b52a-6493dc0016fd,1c5192b8-fc9d-49e4-81d9-34a01f0c3156,50bb77b7-cf0b-4a2c-92f5-335b82713ed8,de1b572e-6ba4-44f9-999d-5f13122161bf,a346a8d6-b098-4e05-acde-aad4ba4f1f2f,80.94,INR,captured,upi,2026-05-25 15:14:00,False,-1,False
0373046d-5a5e-4cd0-9357-b7d84c6bdbcd,675140ee-0253-4429-873d-17ab90b6837f,142f9d92-a376-4f3d-bbed-4a18201febdf,6065e871-5f3a-445c-8ffb-eec16c3412c5,554e0c7a-0198-4e5a-911b-1f6c988bdee6,4314a922-6304-4df4-834a-bea0e9e55329,1941.33,INR,captured,upi,2026-06-14 07:16:00,False,-1,False
f30a7808-abf5-45d6-8605-3ed0e3ac7a0e,4a34c787-bdd6-442f-978b-590a62b557f2,ef531d0e-c39d-45d0-9533-60c07e7e8e6e,862c5213-7738-4e11-a8a9-ab668785784a,0be480b7-630a-4e3f-a99d-b3525f767fab,7972ab42-34da-4b45-a987-49e84a553a0f,308.81,INR,captured,card,2026-06-19 12:45:00,False,-1,False
fce61064-ddbd-49b1-8604-40a72fb5f870,44959ef3-b42f-4e6b-afd5-7a0a81317b14,0e1fe70c-263e-4726-86d8-e4e4ed1599b2,5d97350f-9650-491f-b0f6-263f1f2c4d76,0acd2295-9467-48d5-b592-a1a61802e3b9,f6dbaa78-5098-4f61-b6e4-037edecab0f3,1007.0,INR,captured,card,2026-06-21 02:51:00,False,-1,False
976318a3-55d9-4121-b772-fd4e63347708,04795039-6bb2-4022-92c4-4eaceb902ec0,4c75994a-17b7-4d75-86a7-3e938e5714cc,a39a25b3-5b84-43b8-a606-c7b5bf2193ec,5c31bd6b-083a-4184-8c96-06a60600bf2a,d4ad09b4-6c0f-407a-8e92-5005235bcae7,644.16,INR,captured,upi,2026-06-21 14:51:00,False,-1,False
004976f3-2acc-499d-b5b1-5b3b3eb18fb0,675140ee-0253-4429-873d-17ab90b6837f,59ea51ef-1e58-4349-a973-7c9a44cc5013,4799928e-282f-4b06-860f-9184b333451e,1cfa1094-8bdd-438b-b16f-3ebbe14932d8,16510fa6-09a9-42d4-b6a5-5d1bcbc2b9a9,878.31,INR,captured,upi,2026-05-19 13:00:00,False,-1,False
b0bef7da-b103-4f06-9096-273e960e5de7,61b65438-9271-42d4-9bcd-586c8aa58357,d0164830-2435-4d2b-87f5-6292d1ba2acd,223c2538-a34e-420f-9afe-401365bcaec7,e9aca2a8-71a4-43a5-ac9e-fc100f018143,361093fe-e25e-402a-b3ff-c01ae6eb196f,542.19,INR,captured,wallet,2026-05-18 08:32:00,False,-1,False
f7eb8be8-68c9-4c09-afbb-a7e24974a47f,5a65738f-e1b8-43f7-8dea-0fcf02106715,cd8348a8-b8f3-4f48-9599-fb35d4db29fa,8c6f066c-dd27-4f98-9097-84d9b0165f5a,71cc4794-ecec-4e08-85ad-62e326707c83,bf239cdb-d93e-46cd-89b2-da8eec0768ae,61.76,INR,captured,card,2026-05-30 10:45:00,False,-1,False
d486ba49-3ada-4ef0-bc1d-1081d5a33dff,675140ee-0253-4429-873d-17ab90b6837f,29c51219-e75a-492a-9f61-24c2d806b907,216b7c45-92a9-4363-a263-c386f85591bc,cb51c4c4-9217-4460-95df-925de1c738a2,55e852fd-2fcb-4143-be6e-99fda4449f22,352.41,INR,captured,upi,2026-05-02 00:41:00,False,-1,False
f069b85b-c228-4f95-bd41-b5538fd8baa2,04795039-6bb2-4022-92c4-4eaceb902ec0,8b20be0c-5a65-4499-b0fd-dd1f9df2c223,6f857ff2-e1f3-41a0-b3b6-e39296204cdc,af806c55-1272-42d8-ae6d-593b50e57893,9583f698-3357-4e29-a829-9e56ae8a3c54,591.05,INR,captured,netbanking,2026-06-18 05:32:00,False,-1,False
322ef371-c5cf-4c8b-8154-b2b71c00e4f5,4a34c787-bdd6-442f-978b-590a62b557f2,18151730-586c-4471-9264-2c30fcf6d16e,fb7ac8ea-77e8-4fd9-99a1-7a616b3bca23,3b5f3338-e50c-4f6b-9837-9ef14078677f,3bdb48a3-184d-4863-a186-f9b6a073c676,3251.55,INR,captured,card,2026-05-26 10:43:00,False,-1,False
27b52488-59ee-4738-b326-deb2044fc40f,5a65738f-e1b8-43f7-8dea-0fcf02106715,afed4190-92d5-4c7f-b19a-bce2f8818a44,c53203ee-2a85-4f72-8210-618cf792e2b8,38716d5b-87a5-4303-a378-c584ce0bb6b9,d7c68d10-68b8-4bbb-94e9-4d30dd4dc01c,460.87,INR,captured,netbanking,2026-06-29 07:59:00,False,-1,False
4257456f-5898-47df-ae0b-fa49a94d6499,4a34c787-bdd6-442f-978b-590a62b557f2,31292e0a-d743-47a3-950b-2da17604036e,f4665fe5-4c4c-420a-9bb4-c50268f6fe80,3d63442f-5742-4308-8155-e8fdc03aee74,5429edf4-39aa-4e79-8232-8d017094fc21,434.3,INR,captured,card,2026-06-15 01:14:00,False,-1,False
936cd61e-d8e0-4c5f-a105-8a9349879ac7,96d20b35-2b7d-4e89-bcbf-27c84aa35780,8a866607-2322-4850-8360-8dd11ae0d7cc,8d0f213e-1654-49c0-a068-1569673013e8,b48b438f-459d-479b-984f-58b48d9a8265,668132e0-99cc-4ad8-b624-4cd50c34d106,1482.3,INR,captured,upi,2026-06-06 09:59:00,False,-1,False
b342ef05-3f1e-414c-836e-e3efd4cb5bf0,5a65738f-e1b8-43f7-8dea-0fcf02106715,182d521b-0240-4251-9c73-01be74e946ea,2616d177-db24-45a7-9ffc-abebc3ef3026,aa53b4a4-ab8f-4715-ae4c-4b5ba495ec2d,afa8262a-dd91-42de-be58-9cb0f861a5ac,73.81,INR,captured,netbanking,2026-06-16 01:18:00,False,-1,False
e27b2412-5545-4400-b424-c0dc8527f595,04795039-6bb2-4022-92c4-4eaceb902ec0,2dfba316-f400-4d3f-b981-35bf3f463d4c,7541a411-e290-4ae7-a515-8f559053b1c2,26ad542e-6389-4a55-9846-60ded0569f93,fcf63853-a2f1-4af9-b468-39e10c25671c,225.22,INR,captured,upi,2026-06-08 23:13:00,False,-1,False
804b4619-8d75-498c-b4d3-a2df1a4d184a,5a65738f-e1b8-43f7-8dea-0fcf02106715,7ae603e1-bf9a-4c82-8523-31c6374e5c5c,1e7a4d5e-b3e2-422f-b30c-c4b0b6988059,fffb4ac1-5dc1-4ab7-906a-dd7d002192dc,ea0dab66-ed6f-4090-ad2f-864ae7fd81e7,688.68,INR,captured,netbanking,2026-06-25 10:46:00,False,-1,False
ddcddb3a-c047-4f10-b0a1-12ae83094fb8,96d20b35-2b7d-4e89-bcbf-27c84aa35780,19b2826b-1743-4314-a148-97334d5cc343,5fddf25e-73de-4d59-9bda-99bf1bcbe134,5370d52a-f125-41e6-87a5-e84391d9a3ec,d1b5e7e8-a11e-45ee-aa2a-caecf867684e,170.56,INR,captured,card,2026-05-02 16:58:00,False,-1,False
fa8998ed-6905-417e-ba17-af5a4703e1a5,4a34c787-bdd6-442f-978b-590a62b557f2,9d2927d5-d37e-4666-b7c8-4442aa09dc7e,e56a86b9-32d2-485d-8a9c-d2855c95a4da,3094ff0e-da14-4901-8eb8-c76e4d02288f,e324d124-6bec-4137-8d07-98cb53559839,526.3,INR,captured,upi,2026-06-09 03:08:00,False,-1,False
a8fa0f21-8f81-4340-be5b-ee21a88021a3,04795039-6bb2-4022-92c4-4eaceb902ec0,f399f8f9-a96e-49ac-8532-f389955d77fd,69020fd2-3dcc-4da1-8794-49c12fecb506,e8d16add-9f74-4e40-94e1-ab7313fa713d,d6edb18c-d231-40d9-9da3-8c89a7d2ac32,56.13,INR,captured,card,2026-06-27 19:33:00,False,-1,False
2eef2135-57b4-43c3-93e4-316083f98a73,04795039-6bb2-4022-92c4-4eaceb902ec0,a13208a1-e28c-424d-9a5b-7e530edcae96,942495da-dfd8-462c-aa4e-c2d962902039,6c155912-4f1f-451d-981d-5877874036ec,0076ec0b-3358-439b-8bdd-dfbe6089ca10,1837.25,INR,captured,card,2026-06-12 10:33:00,False,-1,True
56b7b26f-d12d-4e2d-8704-608f6b94c287,4a34c787-bdd6-442f-978b-590a62b557f2,a99a7ab0-216d-469e-81a9-ea9b1870db55,9318be5f-9d9e-4960-9015-e93521f550f7,2eaf1be1-9c2b-4690-9a4a-49c87ec2037b,efa82cb6-8178-47b0-8a02-b95a43c84b09,427.57,INR,captured,card,2026-05-28 10:25:00,False,-1,False
44cc5056-c925-4448-beb9-5d4ef9ecceb8,04795039-6bb2-4022-92c4-4eaceb902ec0,1ce7a895-8a3f-43d5-b89e-56b6e81bbf47,154656e8-3c41-4841-8ad4-82a91a253d6c,b0b6f69c-bca1-4c54-8f3b-1295c9ef4e3d,0e5d537e-1844-4fa6-9ade-34150f68bd88,520.13,INR,captured,netbanking,2026-05-21 10:16:00,False,-1,False
789ba776-a9de-4a04-bd2f-026a730fa313,61b65438-9271-42d4-9bcd-586c8aa58357,fd48c164-b6e2-4740-a418-35ea8f6589fe,c64e78eb-8cea-4378-9415-c0eebe134b89,2866b6f3-0fbe-42a4-8591-0cf64458d8d0,bda9e385-c71e-4442-b0c5-20917b55617c,1229.24,INR,captured,wallet,2026-05-16 07:51:00,False,-1,False
1e0a1b04-be61-4ff3-a29d-b90b4fa9f10e,04795039-6bb2-4022-92c4-4eaceb902ec0,a13208a1-e28c-424d-9a5b-7e530edcae96,942495da-dfd8-462c-aa4e-c2d962902039,481c22cb-06e4-457c-9aaa-b847106e5ef0,0076ec0b-3358-439b-8bdd-dfbe6089ca10,548.31,INR,captured,card,2026-06-01 14:24:00,False,-1,False
d7bfbeae-da85-4760-a322-d9df53c00361,61b65438-9271-42d4-9bcd-586c8aa58357,7c22e572-5b36-403d-80e3-2daa57b4b438,c8bd598e-67e4-4e40-abd9-ea3d8c85f0c7,02e179c0-f870-4ad3-a646-de31c14612d9,e4b41cf1-a84e-4b14-8d03-72fbc5be8c3a,1049.71,INR,captured,card,2026-06-05 10:37:00,False,-1,False
4ac0f7b8-fb72-4d22-b788-2d1c64ae3ca9,675140ee-0253-4429-873d-17ab90b6837f,bf02394e-4f35-456b-9d50-5a06806dcb6a,77edd01c-7d65-4322-a118-7d43ea009249,f835739a-b0a1-4610-b163-212e17279bb7,9e67b2b2-19c1-4aee-89ac-b64389dd76df,888.26,INR,captured,upi,2026-06-17 11:40:00,False,-1,False
de56fabc-f28c-4e2d-8cd9-babbb7c67c92,61b65438-9271-42d4-9bcd-586c8aa58357,e0c06061-9839-42c7-9421-0766747693e5,fe4c6e4e-fc52-4cc8-8e27-11b6fe20547e,c8bc84f7-90d1-4389-b666-a9ae77eb5e9c,aad0111b-10de-415a-bc44-5f79551bef82,470.82,INR,captured,wallet,2026-06-10 02:11:00,False,-1,False
b56846ac-a277-41c2-bf9b-739128b2e090,675140ee-0253-4429-873d-17ab90b6837f,92c0eed9-5652-488e-b308-9aa377013e6e,1aab43e3-0f25-41ae-9f49-b371e151f9f9,92c3d02e-a915-4dfc-96d6-02a49653f157,10fff795-a071-4b0a-ad1c-b4c098ce5dbc,395.41,INR,captured,wallet,2026-05-12 15:03:00,False,-1,False
23a77dd0-7c61-4756-825e-5a997a97d867,61b65438-9271-42d4-9bcd-586c8aa58357,9f437b22-5d1e-406f-896c-c27c2ecf158d,dcddd37f-f141-4a93-929f-a8e0009607c2,c9189023-01da-43ff-a23a-00b2b20d3774,425d6079-c7cb-4c86-b66f-b18f906e807e,184.39,INR,captured,wallet,2026-05-27 12:23:00,False,-1,False
452f732b-2495-4aed-ae74-3eab4636d201,a0ed6ea0-9ca3-476e-9643-a23fb566d537,e247d959-741a-4438-9cc4-d91e50232fdd,5a5c97e6-e2d4-48f4-bd42-170d9800d122,237a8080-f947-443f-b228-730b0bbcb70c,205a91dd-fb96-4cc7-9f54-00b3ace616da,8241.07,INR,captured,netbanking,2026-05-30 11:30:00,False,-1,False
35d7356b-0c81-4d5a-a31d-cbf23c0e0288,4a34c787-bdd6-442f-978b-590a62b557f2,c5f88781-1313-4adb-a989-eddc610b308a,08129dab-a649-4d19-bc78-64d44d541e98,f835739a-b0a1-4610-b163-212e17279bb7,0f8d83db-aa60-4d19-9744-62c3531b7845,989.0,INR,captured,upi,2026-05-29 08:57:00,False,-1,False
b0f4fda9-ec7a-4584-9d30-836009397564,675140ee-0253-4429-873d-17ab90b6837f,fe11c8a9-eb71-4d6d-9a28-4613f126b5b2,2261fe50-bf24-4798-b7d1-d00d656f5f11,00a5912e-aaf6-4994-8710-96a2b7014574,747c0162-78f4-4382-91df-3ed2672f93f4,2253.77,INR,captured,upi,2026-06-25 10:46:00,False,-1,False
