device_id,fingerprint_hash,device_type,os,browser
ac6ad85d-3f0d-4eef-b833-a7390dd6d7be,78aaed5fd0c0c1bb,mobile,Android,Safari
63c66abe-a15d-45f0-8cdf-65830638733a,05cb6eb30ab2b4b0,tablet,Linux,Firefox
58862e41-1e40-4e79-a729-c2508645c795,802adc50a470b417,desktop,macOS,App
63b637ad-5426-4e1f-84b5-dc3e0d582a3b,aa093551c68b6ed0,tablet,Android,Chrome
a0eb3ae7-8871-4207-acab-180826ecf354,bfda9fb2a03bc54f,mobile,macOS,Chrome
d78a3bf2-f0bb-43da-ac4d-999a4dcd0c8f,79a2e7b88dfb2ae5,mobile,Windows,App
055dd89b-769d-44d0-933a-f5a47648f8cc,49974dd59be93b80,tablet,Android,App
9cffed73-4f08-4378-98e6-1cfca3e2bae9,938444b3c7af84b7,tablet,Windows,Chrome
d17f232d-f768-46f3-8712-4726bce1d6c6,71cf59a31baf86a1,desktop,Android,Firefox
b6e8f996-502a-427f-8ae0-5ed5cafc6755,02b11badda68639d,tablet,iOS,Edge
0c4ef9e4-bb06-4a27-9ef1-0240f9e785bb,396adde2807b7a9c,tablet,Linux,Chrome
941d0c68-8f06-49e6-8414-e5422f4d3792,7f0c18e2d4af2760,desktop,macOS,Safari
c8e719f3-16d3-4f94-977e-5d560f8b6af4,28799e4d514df82c,tablet,Android,Safari
00e12e7c-bfc7-48e9-86ae-50e6ea0119b7,586bfcd6b8d1dfe3,mobile,Linux,Edge
5a2183be-6be8-4b55-bf29-06effe9acc6a,a7519c26516c13c6,mobile,Windows,Safari
116be296-5759-4ba6-ac80-e7d0abd821af,5afa5ef7d06a67a4,tablet,Linux,Firefox
d0db9daa-8e79-4e3d-8a97-e51f686df265,7c9bd55434275ef6,desktop,macOS,Safari
ad31f448-1c84-4b25-97f8-769d6b617117,b10c85ca8b0f6ac3,mobile,iOS,Edge
49c26ecd-d00b-49a6-a1be-a9dec3b3da1c,ccc8e431377ff0e3,tablet,Windows,Chrome
4471498b-1479-49d7-8899-7bc7f22648cb,67178419d7f50520,mobile,Windows,Safari
f38d00c8-de80-4789-8818-8fc0de50c736,82f8a9a865853c46,tablet,macOS,Safari
585b299a-27ee-4049-82c5-ea7b787bdaf6,ed70a899aeb12fd3,mobile,iOS,App
2cecbc8b-41f3-4232-a0c5-4edef99d252f,8c99fac9a4c83371,tablet,iOS,App
885b0510-73c6-4736-9124-b89c2d59e77d,3993a589771e74eb,tablet,iOS,Firefox
268c7c75-d530-4288-9527-7d8082edca2d,06d3c9631b98839a,tablet,iOS,Chrome
867c0d71-69f4-4712-bf65-158af2cef48c,381880cfa6b7dc47,desktop,Android,Edge
d4f40c13-003f-4686-bbaf-fee012c39735,30acae3fbeedf387,desktop,Android,Firefox
3b29e1a7-3df4-4383-9755-d5963faf5ab3,d86c016daa8c7cb5,tablet,Linux,App
94d3f109-6061-432f-bf57-a96c92b4691e,6dce0ba4aba4e6a3,mobile,Android,Safari
dbf3a38f-e8d9-4b40-b7fb-f027792b269e,80031482addbe008,tablet,Linux,App
0b10d23b-3399-4bc2-a5bc-abd21f4c6c76,e66d69a2970c914d,desktop,Android,App
119a12fe-7e4b-4e07-b2f7-b86e1020324f,b57831f7bb9fdfd0,desktop,macOS,Safari
32c7984c-2b5f-4d67-9147-ad4a8d47021a,d0d8be3bfe9b1bf5,desktop,iOS,Edge
c1a8ebf9-c883-41b6-8416-9c412177a488,7c7b7eaf56ad1541,desktop,Windows,Safari
fa6744fa-88a7-4667-9e9d-dcecf42efba6,b1cc91ec0d8fbd6c,mobile,iOS,Safari
7541a411-e290-4ae7-a515-8f559053b1c2,3117554beaee36d6,mobile,Windows,Safari
5b63082a-e1bd-492e-b088-edf16b423b49,f4716b563e017df3,mobile,Windows,Edge
5b68b076-9360-49b4-85b3-c576d84016b6,9727f94b6f53dce5,mobile,Windows,Safari
63904e83-0a8f-4c17-91bb-953cd5e63de5,559f4ba8f819f13e,desktop,iOS,Edge
04b65609-a1ba-4bd0-951a-926d2defe150,73b0357ecf1eec6f,tablet,Windows,Firefox
91b2bf97-b37b-4e92-88f3-5b1b5f95bf5d,b9b70e53d84361b0,desktop,Linux,Edge
b5d83bcd-5f8a-4398-8b9c-1dbab29c735a,f969780d17a48a2d,desktop,Windows,App
4a4859d7-9cae-4c81-be41-c35725367b29,912bd6e3b09c7b24,tablet,iOS,Chrome
ff9c3b2f-5b66-416e-8565-b8e26d1bde00,6ee7f713390b171d,desktop,Android,App
3dc4dc0f-1b91-4a9f-872b-ffd7fd22fbf6,a3f00ff97c6e8f74,mobile,iOS,Chrome
0099caf9-acd8-42a9-90a1-d5d4db729cf7,ebf3b69dc4e1fd1a,tablet,Android,Firefox
69aabf22-70f6-422b-8c6a-167a65e7479a,d899a649be23f63a,desktop,Android,Safari
fe4c6e4e-fc52-4cc8-8e27-11b6fe20547e,93ffbe9f20044c5f,desktop,Linux,Edge
19162968-f517-4f35-8d40-db1527609afe,4f344d2d6b496627,desktop,Android,Edge
ffa8ca94-8a82-4370-a92d-df08f939f72c,beb7424d8d72fcbb,desktop,Windows,App
a91160a3-c433-4e20-9084-2875fca8ef6b,5d4d6ea8a8681d96,mobile,Linux,Firefox
1a8ed41a-64b8-4183-9aae-7002ade05167,3ba56406673d572a,desktop,Linux,App
7c91a5e9-7bc8-4891-952c-96d725fa8bdc,0f8d025e2fbe16aa,tablet,Android,Safari
e52e8d21-6fcb-4237-8c93-2dd42155716d,aaf489c8c21f4283,mobile,Android,Safari
f8ea0e9a-c8eb-4ae4-87ba-2241de7fb88c,ece415ed2c161d65,desktop,iOS,Safari
571c985f-6e52-4c50-a7b2-8295280d915a,7007e1b6a2412f1f,mobile,Windows,Firefox
a324b61c-7992-4791-a9e4-4d0e3f5f3a67,681f1b5049286599,desktop,Linux,Edge
7c4c23c4-e624-4cd1-b7d5-5e9d9a0a0b26,427650eeef26f993,desktop,iOS,App
3090a53d-7323-436d-90aa-b374075f694d,0452360862522758,tablet,Android,Safari
cad2c489-765f-4ca0-b3ad-66cf830e5aa5,44521846f479badc,mobile,iOS,Safari
2bdd3f85-0400-4299-a9dc-ee1ee2987111,f4c3887f606f9329,mobile,Linux,App
4f33151f-c218-4398-9b6d-2996cb27d347,288e4ad44d2437fa,desktop,Android,Firefox
a2255898-81c8-4a36-8035-03632d99d189,17c9c677333ce852,tablet,iOS,Safari
a6b045be-62b4-4c32-838f-24fbba278400,f4d800133cdf538a,tablet,Android,App
8d994582-7229-443f-82c9-1aa38df26b32,ed82bcc6439eae6f,mobile,Android,Firefox
bc5300af-576b-4087-b93d-29f64b3f5236,b21c11be1572738c,mobile,Linux,App
e9d3a96c-425a-45a7-954b-22065f66dfee,3c58c21b1101cdcf,tablet,Android,App
8fd292eb-5e1b-4372-b414-a6c0defaa458,7ea0b7d619c49a22,mobile,iOS,App
197df3db-1a09-4acc-94ad-07cb37d1e6b7,84ee0d1c2ecb3550,tablet,Linux,Firefox
17a1543e-6226-4380-880f-13c9a0f44f40,8eaa7931a7f9c792,mobile,macOS,Edge
66c8d123-1d29-4032-bb87-82209507320b,571f438d164938d1,tablet,Android,App
1acce8b9-79fd-43bc-aa7d-30c142b1aba6,9c3e43ac8e4b2efa,mobile,Windows,Safari
7c9d6cc1-c412-4c4d-8645-aa9ec4feb2fe,b49896f78aa05978,desktop,Linux,Chrome
33c100b0-5689-4519-9763-e059db63317d,5da27be12de970dc,desktop,Windows,Safari
9543d134-dcc7-4085-95a5-10f5d1c8bed6,c249c5c686a7a959,mobile,Windows,Edge
a9dd54c1-d2ab-433d-955f-918bf1702979,4a5f78921365911b,desktop,Windows,Firefox
12e0866a-05ab-4b99-beac-ff767e499c73,91d741750b0ff783,desktop,macOS,Chrome
aa235fd7-6fa1-4f4c-80a4-b4ef3fa664c1,2a46539bbe972979,tablet,Android,Firefox
0ab6f58f-dc65-4553-b078-36f98254f92f,e2b3073663fba3cd,tablet,Linux,Chrome
9a3dd97d-f6b3-4249-a071-5fe577365af9,f1cb82863b6b8658,desktop,Linux,Firefox
58bc7879-d4ce-4b8a-a8b3-7dbd321d8f61,6a7df11d15851357,desktop,Android,Firefox
3f06c345-243a-418e-8dec-807bf89f9d1c,9f501f8b87640923,desktop,Linux,Edge
1a374294-b417-45bf-a6b6-09872b93d8c5,85d0150e508932ad,desktop,Linux,Firefox
71909d54-7859-4e47-aae8-db54c22042ae,a2b1eef3a0e42bc1,tablet,macOS,Firefox
0ece53c5-ae96-40d5-972c-006e8ef02742,482935807418e309,mobile,iOS,Edge
28be345f-83d2-46de-ac72-76eb097c1dc3,da91b7d2e96e6609,mobile,Windows,Edge
467e1b24-6e7b-4688-a25d-260b94c2c5a9,bdb3f97f77b4f07c,desktop,Linux,App
21eb3e43-9b57-4a9d-931b-b895ff63c164,90732d3fa12d81f9,mobile,Android,Safari
ce3e3422-97e1-4ff2-9706-00c0580450d0,2dde8f7f971b85a6,mobile,Linux,Firefox
94ace90c-ff8f-4957-a582-2758e12d2331,dd3c909c83b98928,mobile,Linux,Safari
c4b0c861-b569-452b-aa3f-d7f647b59f67,5686121180c69b4d,tablet,macOS,Firefox
03cb0cb4-000d-4356-8ff5-1f2b0118ff60,66d4644c95b8c576,tablet,iOS,Chrome
a9ccb573-2dac-4023-9707-b03faabec11c,6754fa35ce0cd223,tablet,Windows,Firefox
dacae2b9-98fb-464a-ae1a-dd44da452d86,f3e81b9120626448,desktop,Android,Chrome
0c418d7b-d3fe-4b0f-a713-3b5c16069a95,27f7b919f239aea6,tablet,Linux,Firefox
0ccae55a-ed8c-48d5-8aba-b9f427da264f,f42799fc6b12969f,mobile,iOS,App
1a31d2c6-bdad-47c9-82ef-f26e34f15cfd,87027309f4656ff9,tablet,Android,App
fa17bb96-3d40-4803-8254-06659ee1aaad,4191ddf30c2d5c5a,desktop,macOS,Firefox
b6aa00c9-2f0b-4863-9592-9c0c5844c5f6,57fa5d6ac98dd0e2,tablet,macOS,Chrome
b5c81778-511b-4c80-916f-ce2d43a40560,8d48ea690a40df00,mobile,macOS,Safari
4711240f-a04c-4706-a0cc-8451f8d791d2,8fbf91a55e0966dd,desktop,Android,Chrome
33cefa2d-320a-43fe-9703-b405ac28a76a,4d5145f4c7217d39,tablet,macOS,Edge
92b56cbc-2fae-43a3-a3bf-5a84a6f85a2b,ce2fed2df2a57a14,desktop,macOS,App
c33b64ca-5d97-4bed-96d3-859b6ac4b084,949f87623812d9f5,desktop,macOS,Firefox
375703a6-bf79-47c6-83f6-11bf656f20c9,de37dc323e12a142,mobile,Linux,Chrome
46017004-adcc-48d4-9ca8-03addb8f219b,9da6c2a7f3d2bba4,desktop,iOS,Chrome
edcf01c3-9785-4bd0-94f0-4317ba973283,7d6e9fa034f33a97,mobile,iOS,App
af00af12-9752-434e-a1c2-a029bff867a2,bcd724effc4fcf68,mobile,Linux,Safari
181fd7c7-9ec8-469d-96b3-a8208e7860d8,2c892f1f1f07a381,tablet,Windows,Chrome
2da07dc1-2ef8-45c1-8185-2ee14ff89be1,5d9c81ea8bf83106,desktop,Windows,Chrome
33ea778c-39d5-4938-ba51-375686877977,20ec263a3b850fa1,desktop,iOS,Safari
2c3edff0-2548-42de-83b5-26e6dcb47e4c,7c0807bceb2898d2,desktop,macOS,Edge
7295d43f-415e-42ed-80c4-92f90577dde0,73d11e2df8dfb8f9,tablet,macOS,App
3aff1f09-65d1-4269-bd81-38790e88e56c,dd49f07b37bd3ed9,mobile,Android,Safari
388fbb92-bdca-4156-a25a-a956090f3774,2b1b5b3d2df765b8,desktop,Windows,Edge
8cdb07a1-2e0a-4897-b21c-498c670eb8f6,376bf910d8a6369d,mobile,Linux,Chrome
03c0545a-c7d0-4a45-a99f-0cba8701689f,bd7fa83b19bfcb86,desktop,iOS,Chrome
f8cb7aeb-f739-4f0c-8fd6-52462176e397,78929f177f1906b9,tablet,iOS,Chrome
83416639-44e5-47c5-8553-0c4ca772bd22,de7b5c10c57aba71,desktop,Linux,App
2261fe50-bf24-4798-b7d1-d00d656f5f11,0f6456023e4f954a,tablet,Android,Firefox
769c4b45-e17f-49b0-a965-bdef1002b460,eb95d1b5dd7dceff,desktop,iOS,App
9f0c12f3-de49-4909-99ad-e5ef127a3f40,5470b2da0cf17226,tablet,Windows,Chrome
cec68f97-af49-4038-811f-c5a96e9aa187,c89e207c5b9cbb7c,desktop,macOS,Chrome
92daf07e-0c36-4851-a87e-680cca5a2def,52f8e4d3ec751550,mobile,Android,App
b768cc13-ef6e-4c65-9581-2fe753317dd9,adbe21d42bee5120,tablet,Windows,Chrome
9d4213bb-7db7-4524-9b3a-fd9ccd9fe607,a68adfc9024fbe58,tablet,Android,Chrome
51ac990f-9782-496b-a400-5c43441ca792,e14a3869eae6a314,mobile,macOS,Firefox
be17a1ce-ff6a-4a07-afc2-4e7602ec72c4,f9fe18cba1fa1eef,tablet,macOS,Edge
98023a9b-391f-4d26-888a-5c58111777f1,3975ad55cd8398dd,mobile,Windows,Safari
8e3d9d99-0677-4898-b3da-1af55c9b8247,36ed1de90ef92151,tablet,iOS,Firefox
cf258ae2-5f92-4603-bdba-e69c1b9f753e,7b3e187c1a89443e,tablet,Android,Edge
ad5ff4fa-13f1-4d1e-93e8-0d2a99c53855,3f69e5b741130c67,desktop,Linux,Firefox
4b82a7fd-92d0-44c3-8e20-396cd2d8eaf7,6e3ad3f676345ecc,tablet,macOS,Safari
38ae1c96-de78-4f08-a374-c947dee9a710,8d29fe456f49b13b,mobile,iOS,Chrome
35fcdd6c-58b3-4003-8f10-f7482afdf301,ee34d2b177f2904a,mobile,Windows,Firefox
7e3b27e1-970b-4bf6-815d-2372a3b2c06d,764aa2befd8af821,mobile,macOS,App
b4b07b8b-7c3f-4d1e-8c07-11e29f408012,39974e06a547898f,desktop,macOS,Edge
d9033210-6cda-4b35-948a-f4db8522315c,e2d9bfcdef82fcb7,tablet,Windows,App
a2f911a1-7e29-4d79-9493-0bb760af1516,5d83ffd79ee0acda,mobile,iOS,Chrome
fb39339d-2098-43cb-aa3f-efd33ba509b9,310dfd0cde8cd69c,desktop,macOS,Chrome
bd65f695-c707-4b97-8ce0-ce27d86292cf,12c577cc07993efc,tablet,macOS,Firefox
a22ba2ae-2d74-435f-9ccd-dc30cc4bff47,5459bd17ea74b5cd,mobile,Windows,Chrome
24c581da-b6cd-4fa7-ac05-b9b546696ed0,7db142944ef1b123,tablet,Android,Firefox
f29583cf-44f1-4b42-beea-877a0ca720f8,074b257c081298fe,mobile,Windows,App
fc1f0f34-409b-4c5b-950a-81cbe696ca74,436a18dffbd85db8,tablet,macOS,Safari
a39acb66-cf50-4b7c-ae2d-eb81e95911d8,78b4116977e76f63,desktop,Linux,Firefox
ad145801-ad2e-4cf2-8b84-839324c7450b,f3406fb9a83fc385,desktop,Windows,Edge
4ef412fe-c4d9-4b28-b6c6-2939cdd7d49a,0c27b4308d27f7ca,mobile,iOS,Chrome
8795b69b-fc86-41f0-83f5-70fe0bc75175,1d396990c93a5f7b,desktop,Windows,App
3d903c59-fa06-49d8-ae1b-5b02d69dd868,cb973a415800a3c2,tablet,Android,Safari
9f5d1bd2-7985-4592-bc80-251acd6c2f8d,9c29a8f47e5adf21,mobile,Android,App
b1eaef90-d60e-43c3-870d-4879492b24e1,4d452e64bf2d4f0d,tablet,macOS,Edge
7abcf71a-3c90-44fd-ac0d-f95e4b72412a,3367cbffca0d9af4,desktop,Linux,Chrome
8abdb045-cb3b-4f21-8e6a-0e3a50e67325,c63976c4a12da9de,tablet,Linux,Edge
632042d5-f818-4fe2-b1a7-c783a12d62ac,a76adffb6782cf9d,desktop,Windows,Chrome
a1fd3fac-1d71-4ccd-b505-c742b7a3c166,173d4bf0ba1f9fc5,desktop,Android,Firefox
c6a8e655-8cd0-4c8c-b0ee-0e2678b47b78,541f07543b44c4bf,mobile,Linux,App
2e93d8a0-7b79-4139-b897-5299beb12315,c2f49043569c26f3,desktop,Windows,App
ae0d0463-3597-44eb-9147-acb34c2d2603,604319ec10f6ec1f,mobile,iOS,App
2ef30890-60de-4e35-93fb-b75815c50a74,ff6b7ccc2002e38a,desktop,Linux,Firefox
fd149c21-52bf-412e-be7b-1baf3e1350f4,1c2e456b0b04064c,mobile,macOS,Firefox
fa0e281b-4331-41dd-b0b6-62b15615a6bf,13925965f5f1a999,desktop,macOS,Safari
367f4299-db65-46f5-adf1-1d620acfd691,5ce697754cfeaed3,desktop,iOS,App
6df71f04-9dd7-4905-8875-850ac92926f9,17e359be078110d8,mobile,Linux,Firefox
bba362ed-dcd9-4bee-bac6-cfefcf720075,3508c88573b56e86,tablet,Windows,Edge
c1e9a6a8-6510-4db4-b5e0-7662fcbd97c2,109515fa7d8aa13b,desktop,Windows,Safari
48de22ea-9f96-47fc-bd06-749db5aab8dc,878c799d6c6aa5ec,tablet,macOS,Edge
52caa24e-34b5-4333-93e9-6cf1c3161992,4e36d747d9f785c0,mobile,macOS,Safari
62612a0a-87ca-4138-ae5e-0549554b222f,9512b1c8fd0ee323,mobile,Android,Edge
84e23010-5ba6-47e0-9ed8-cc368fbbcb06,38899187f2eca191,desktop,iOS,Chrome
869f7fe8-f8dc-4c46-b826-4d42136e9e36,c40a98da7fd87090,mobile,iOS,Chrome
b648525c-d868-48f9-814a-aae819ceeed4,fc01ad9036977477,mobile,Linux,Safari
b7d2aff1-4b5d-46a7-9f87-979faa4787c6,185ff0ceec0846b7,desktop,macOS,Firefox
13d2ebc8-88ae-4863-9122-9a0c6c2b7df0,815f851dab177590,mobile,iOS,Edge
59ead648-0517-4d27-8569-4f04f98e8f9b,b0649a5c64254fb5,tablet,macOS,Safari
de56e5e9-1f24-40c2-9069-60dae928dc5e,c21c6977ddd2d218,mobile,macOS,Chrome
792cf3c7-395e-48d4-8d98-57a34e4a2da0,86bc685bf5e7f874,mobile,iOS,Safari
ac634a25-b018-42f0-a5bc-2f3b1c804d76,4eaf5029b5407500,desktop,Windows,Firefox
951a2bf0-60c6-40b2-850f-543e558d906c,8756b57afd6c85e5,tablet,Linux,Firefox
d164c9db-1d78-49e3-833f-f8bae9eacd72,b0b6a9deb1e24c24,mobile,Windows,Edge
e09b9a66-69ef-4038-8cbc-18426767ef64,26c27ddce6e5aff1,mobile,Android,Safari
3e277858-09a7-442f-9835-bdd84c1bce46,14791412dbc454aa,tablet,macOS,Edge
8deedf8c-5344-4f15-9610-41f9c3c81d08,d899914ec7cc508e,tablet,Windows,Edge
510b098a-d43a-420b-b0e6-15931f38c1e9,99ff703fd13154de,desktop,Windows,Edge
c6f0ab5f-715d-4a32-895d-2cd0c4d7b23e,d3184fd6da004da8,desktop,macOS,Firefox
3efc6738-bb2e-48e9-8c7b-f64c8dcd772a,89fef5753567f44d,desktop,Linux,App
fddea167-ff68-4a04-89d5-95c6fd982865,dedea1680fbd7ce0,desktop,iOS,Safari
37677f98-32be-465b-bb6d-21cf8a1f663a,3b9e02063f97b52b,desktop,Windows,Edge
66fea752-6318-4686-87ad-5f6269cca95e,f5ef5320ce2cca4e,mobile,Android,Chrome
0f107f48-4885-4620-ad77-768542a197ad,92429c7647b3d8d0,mobile,macOS,Chrome
1cca6ffb-d755-4dc2-9fff-ca05ecd4ad64,d8ba92bbbe63d211,mobile,Windows,App
bbf3cd77-efcb-4dae-8dae-8f40fbd818d4,f608fa4fb84e33b2,tablet,iOS,Firefox
dcb0a15a-6528-45ea-a867-93b19522220d,54b4c5032ffb2b6e,desktop,macOS,Edge
e66551a1-099b-420b-b875-d9728ed73c64,343e2c1340054474,desktop,Windows,Edge
e46e503d-a025-4ace-9555-0de75ac7991f,50de164be5cdf107,desktop,Windows,Edge
5d4322fd-5906-4c4a-a233-ac0e7e0e6a11,a5bf912a27aadb7b,tablet,Windows,Safari
92c7dfeb-f2ec-4512-87ef-bf36fa86656b,3c3065ffec0579cd,mobile,iOS,Chrome
f7a3e0bb-e2b7-450c-b52b-411611fe6943,228b1acd4aab3b55,mobile,Android,Chrome
45ce7efb-8a63-42be-9afb-3cf2d7fa57bf,a5e6db12c42a4332,mobile,Linux,App
84103fad-105f-4940-89e6-cd2c535b9a96,ee6adb5ee0215a72,desktop,Android,Safari
ee0fd95c-5cc1-45ce-9e93-1660d395489d,19bc5b7370d56480,tablet,iOS,Firefox
0fa6d96e-2eef-4fb9-af53-f82b5730d9a1,f419d6bad24a5611,desktop,macOS,Firefox
be8b962b-7da6-4fd2-86a7-f3e5bf5c48a8,a31c90bbe0a2ae70,desktop,Android,Chrome
9343b473-c2ec-4355-beb7-19b132b3c0fe,df2d96e49ab2a626,tablet,macOS,Firefox
d7f24eeb-13c1-4262-ab72-55a910e9dc94,2a85ac8ec1abd322,mobile,macOS,Chrome
9392f72d-1587-4cbd-bff3-9bf689314614,67359cfe6f0b167d,desktop,macOS,Chrome
c7c8e06f-c762-4e24-83d7-5827b263f9c9,4e26e372b4628caf,desktop,iOS,Chrome
7ab14225-7b66-461f-a4d5-678116c387d5,a7a9be12ab307bd9,desktop,Android,App
afd50fed-3a10-4201-a375-77540fcf346d,04d02cdd5d3095e4,tablet,Linux,Firefox
27e075c6-4480-4dcd-93d4-96ab17effbdc,4104455fedc311b1,mobile,iOS,App
80034205-ac79-4f08-94b2-dd1b18a089af,da9c5ca456b2a30a,tablet,Linux,Firefox
ecddaded-a5b3-46bc-a210-0cda2d231e10,9512b2246cd78ed0,mobile,Android,Safari
