ip_id,ip_hash,geo_country,is_vpn,is_tor,is_proxy,is_datacenter
2b52ff91-fd63-4526-8238-d6f6a7b6c0dd,5fe55d34d811ec59,GB,False,False,False,True
83efed29-705c-4deb-833b-55b8b0f86c89,59d5da829c3e973c,SG,False,False,False,False
8c5692d0-747f-4154-a3f1-06d4b1e27ba1,a31ef5ca9b4595d7,GB,False,False,False,False
05d8f912-671b-4507-94f5-016c8b181bc6,b8df6afb64bd582d,IN,False,False,False,False
26a92008-3bbc-47c3-930c-9fa12370fa36,72f5b737a18883a9,IN,False,False,False,False
4f3ec93c-3903-4fc8-a566-9416334ed52f,59efe2b2360b4a98,IN,False,False,True,False
fda2ea5a-2d89-41cc-8547-d27b511acfdf,42532930fb1ef4af,IN,False,False,False,False
48ddf0ba-72e9-454f-9098-b32104d06808,b93f0ac317bcf7ab,US,False,False,False,False
908b976f-ec45-4a7a-90f5-8d0f78b15a30,b6e7850b44c07ece,SG,False,False,False,False
71f23b59-35cf-49b1-b05f-1488304a124e,9f9f47f806c8e910,SG,False,False,False,False
d8d6a666-6199-49f2-b672-9d6229c04b5b,ef2033dbe8e3660e,IN,False,False,False,False
1a5ff62e-fe4b-4879-9c3f-fd80e8c2536d,b00bcd00fd6898ca,GB,True,False,False,False
81d4daad-d1c0-4192-905a-8167ab708b84,42a83ce91ae9517a,IN,False,False,False,False
274da66d-561c-461b-a840-0c9e25f568e5,8d7a94e9751d3dd3,IN,False,False,False,False
55e47b0f-dfc3-401a-83e2-5c6e7f8128fa,cfb2258b00cb46a4,US,False,False,False,False
1081d254-87ec-4c54-b214-4f6b234d346d,f11a4d10b10f0041,IN,False,False,False,False
c9909d51-78a7-4ac9-b2ba-b4235e8f1c62,4315009e8012d72a,IN,False,False,False,False
4ee1285c-de0f-477e-995f-ea4bc8bd86b8,d5685500bcbb0353,US,False,False,False,False
543be8f6-e3ec-44d8-b730-b91421237c77,7766a4692fb1cd74,IN,True,False,False,False
8e5c797b-37e6-4225-9f7f-d8b9cd04dc80,f7b545a927b947d3,US,True,False,False,False
7817ec16-254f-4993-a624-e90b84231075,7d77790a02a8bf69,IN,False,False,False,False
0aac3a8c-14d8-42c1-908b-cfc0dca9ad5c,1d8526a10a8aadfc,GB,False,False,False,False
a972ed13-6e30-4d8c-8903-e7a69e74d63d,74ea2bb5846e0f0a,IN,False,False,False,False
5925d2a2-02e3-4d30-876c-a3af5ff424a1,d6b8a5511b8aacfd,IN,False,False,False,False
7e875744-7fad-4258-8056-09f76801b59e,2fda6c4cea38e96c,US,False,False,False,False
a26fc5c7-9f9f-429a-9366-5fd17ab6b08f,2fd8955cfb647813,IN,False,False,False,False
d0903b07-c00e-41b6-a783-c3664addc4b4,e8902da655122688,GB,False,False,False,False
f8c2065d-2c96-438b-98e3-d11d416bf1e8,84eb5bbcf2ca0512,IN,False,False,False,False
4179b8ca-80df-4937-bc1e-d6288a45083b,eb74b965706b6822,US,False,False,False,False
133303ea-6f00-48fa-bff5-bee6d750ad9b,58e5727f25540acb,SG,False,False,False,False
1b8e5046-eca2-43f6-8f43-738cd2172fb6,354b523e6a0ed3f1,IN,False,False,False,False
a26299bf-8057-4755-96e1-7a4df9c37305,4ac9d68f30badc5d,IN,False,False,False,False
004be2f1-d6f4-4890-83c4-e0379cb47ab9,03f0c1007b9ed46a,SG,False,False,False,False
fd5f2c8d-7ffb-428b-b5bd-feebe03c28e4,a5e19ec5f2647392,US,False,False,False,False
922ad074-b039-4f23-b64f-6885a652971e,f5dd5e2bb47c52ff,IN,False,False,False,False
e5b2845c-b565-4a5c-bfbb-dc7cc42752ac,456d7dbcd4b34a7b,IN,False,False,False,False
6f118ace-b34e-4f0d-b36c-3a109675328e,50052c6d5cdd2240,GB,False,False,True,False
222e1c97-f554-4c4b-8fe5-fa95f542abbc,b3e021491218b4fd,SG,False,False,False,True
f9fe4c5e-f280-4bd4-8641-5fdb8ed4cc5f,eb76b9562ea3d184,IN,False,False,False,False
db19e808-a144-4073-8d39-5feaf168987f,e909729122d90b48,IN,False,True,False,False
c072a0a2-9d24-4d5d-9e6a-6f3ff5e17b0d,62dcb181c077beff,GB,False,False,False,False
5d04746d-7ed1-4f82-8d64-5c2682527756,8bba16325f7f4788,IN,False,False,False,False
3c14b590-cc85-4702-81c5-af7ab2b9050c,5077abc49d9c4f55,IN,False,False,False,False
101bd2e1-8799-46bc-8a46-ce0c45e8572b,a624bd69bd88272c,GB,False,False,False,False
adc4e2aa-555c-477e-875b-bafe05b56ac3,2196a7253ff017f8,IN,False,False,False,False
26ec3860-0df8-4f88-a158-496c5a819d54,f889d8d104049fb3,GB,False,False,False,False
9b0f1805-0aab-4347-9e06-0a58ed1f21f2,71d16d77ffa1f00c,IN,False,False,False,False
f1e34264-0410-4a9f-b266-4e2976f1beaf,8cce7e0042373b97,SG,False,False,False,False
a5e05ba5-fe44-45bd-9104-fcbee07b837f,d8c244f077dcfdd6,IN,False,False,False,False
081d5b54-c0df-4a71-84ac-190f26348216,7e84b04fc8c1b235,SG,False,False,False,False
aaae8757-e84b-47bf-a358-4e50e1b366af,6bfa4692a25c6b3e,IN,False,False,False,False
7f7ecbf4-2f20-41d4-bab9-2e27a0f64188,e7cea88f9f7f2a96,IN,False,False,False,False
72103e6e-5238-4bb1-9892-cfaaca5f625e,161e4caf30168679,GB,False,False,False,False
1eadc611-f237-4f7a-937c-98828b75f8f8,48570d3f424df62b,US,False,False,False,False
1640bccf-7a5b-47b2-8b81-a602c98186bb,855b55e5d98910e9,SG,False,False,False,False
2e0c178d-ac82-48ea-9806-74a217ac17f0,dc1470a08d74b7c6,IN,False,False,False,False
90f45d19-e822-4103-a4b1-e18e99210e9b,e29fb2c9b80631ae,IN,False,False,False,False
8775c9e0-1a0d-4777-9fc8-cfa89a397f55,e7e378e25ede5e03,US,False,False,False,False
19080d21-c1a6-4aae-b898-c5daff2f8a61,62f1edffd561bc56,SG,False,False,True,False
e314ec98-3332-49c0-a393-ce345eb4d5c0,d5f3689c7844bb96,IN,False,False,False,False
aaad5280-d994-487e-9888-65695a0c6ecb,30ab0c090b999d25,GB,False,False,True,False
14a31fb9-3432-479d-9d63-09c71557d7e6,9efc0dc69e27f9a3,SG,False,False,False,False
07f8f17c-f934-44e0-be0e-defe89e779f0,8369e4a801f83548,SG,False,False,False,False
26fe263b-6c85-4542-9fa6-4c561db0b975,90cc6a4ef1d40c77,US,False,False,False,False
6fbe3132-873e-4f43-bba4-d85c931b7024,6b1a8232053309cb,GB,False,False,False,False
7d035080-505f-4c7f-a0d0-4b07b3de33e9,b46cbc8bfaa76ecd,US,False,False,False,False
6eee69c4-66c1-46ff-9242-a2b9cf327b9e,50c36c49ed94ecd7,GB,False,False,False,False
6c155912-4f1f-451d-981d-5877874036ec,bfac0c2915bb79f1,US,False,False,False,False
19d0be25-cbfd-4f69-9f14-86195548a308,747a8c313d69e841,US,False,False,False,False
c17682fb-cfc4-4545-9491-fc23aed2c8f7,fa041203b45fd3cb,IN,False,False,False,False
42b67ef3-b286-45fd-838e-cfe51587db46,7f0f5d533c4db29e,US,False,False,True,False
17f900f5-905b-4bd9-94ab-d13dab219564,8d46cc5e02887f17,GB,False,False,False,False
73ddb1ed-f2ef-475b-9c7d-9fd55fd8fbf5,7809408265219cd7,SG,False,False,False,False
4dfff499-e4df-427a-9eb8-cb5030b72e2f,2f396c83195bcc59,US,False,False,False,False
22e33cad-a0f4-4116-852a-aa8039b01289,de579ab834e93e5e,IN,False,False,False,False
3ceef0a2-2ab3-4709-9de7-d8308eee048b,9c4ba34ce8ef0891,US,False,False,False,False
101faeca-54e8-4fc0-8668-3de8f16e609b,9786eb71750af1ba,IN,False,False,False,False
a78c33eb-8198-4704-b754-bd493b5f89fc,3e87c4961ef4a9b7,IN,False,False,False,False
e2ab7783-669c-4ae4-90f7-c99fcfc062a5,3454eed437562039,IN,False,False,False,False
5549e6be-e4d3-4c0a-8ce2-889022664500,ca7658d119d79d63,US,False,False,False,False
7aee1d4f-04d9-4a26-a2cc-15a50202b982,788eed6f0366555a,SG,False,False,False,False
a621b85d-6982-4c78-86df-8ae15d7effc0,d0067f02ce12eff8,US,False,False,False,False
4c42739e-b7cf-4374-aaf3-06e67acb2068,32b91e2cb2b9535e,IN,False,False,False,False
aabb2c04-4b2a-4411-a2f4-f7bad10a826f,8fd0a73892a7a1ea,IN,False,False,False,False
0548845a-8a1f-483c-a030-770db6ee8250,e8a610fcabe12574,GB,False,False,False,False
de57eddf-73f3-4dca-b779-442f7d934f7d,e4e2b2b2dbfbdbe5,IN,False,False,False,True
04a0af59-6ae2-4006-b686-edabc5843e50,8da2f298fb7109df,SG,False,False,False,False
95d952bc-8b28-48ed-822c-872f47179e2b,670d53bdf762c681,GB,False,False,False,False
380a93ae-8d6b-44d4-8e0c-463dc6d5cfed,600cf3df60dd4cce,SG,False,False,False,False
e1dd27c9-ec1a-4b62-af0e-83055c646423,4bd81ce247c8998d,IN,False,False,False,False
6ce168b8-cbe0-4ffe-84a8-e649817b1f91,ae938b570b4d18ff,IN,False,False,True,False
7ba0fa27-2921-4071-9861-1841735d81eb,d746593c8dfcc61d,IN,False,False,False,False
521a524e-f3f9-4d9b-b3cf-993f7a174d37,0e82c2d73756a550,GB,False,False,False,False
d5278993-4254-4592-ab98-f18ceafabf3d,8c324a047882dace,IN,False,False,False,False
1bc75a6c-ff76-44cd-8dab-952e050d26be,11d3dc51bf4800b5,SG,False,False,False,False
ff882e2e-f96c-4126-9386-49574f71698e,a50f8183bd5b9a4f,IN,False,False,False,False
b712fd24-9711-491e-8867-0a467cefaede,a4e506eea8193958,IN,False,False,False,False
dc74faf7-66ab-4379-b1cb-9c002e4d6690,dbcad118984ad79b,IN,False,False,False,False
12de9b29-7ac9-4b79-99a0-84a2889b5b79,a5dc276f5b544625,GB,False,False,False,False
4db5debb-6e98-46ff-aa5a-be3a2b93f78d,86fc730d22d1d7f2,US,False,False,False,False
1b707ede-6ce6-4e23-acef-f5c78445f277,bca12ef18f13c065,IN,False,False,False,False
5388f01c-ac85-4e53-8f2e-cef838b3597e,1de32a72a6d656df,US,False,False,False,False
0a05cbc3-3ba3-4269-921c-fff8b7ebaa93,7c0707b7bb411956,US,False,False,False,False
33542c0a-c0d4-43c9-8e87-07767be8b681,c3c138d041637277,US,False,False,False,False
fffb4ac1-5dc1-4ab7-906a-dd7d002192dc,90c1d2bff28e7698,US,False,False,False,False
47a7ce5c-34de-4292-ab2a-a4317d18e193,78d53efdd0c5f3d8,IN,False,False,False,False
0da63714-43e3-424c-9e22-39b5d0f5e316,1dd954a96a22a978,IN,False,False,False,False
490fcf6e-dcd2-40a4-8c81-1cc48121c7e6,70b19a1c9892dda5,US,False,False,False,False
d4254496-bb54-43bc-a341-5273c8686c6a,4def7d150811a28e,IN,False,False,False,False
ac825a3d-020b-469f-92b1-b934f6c1e5f7,c853feeb20d9afa6,IN,False,False,False,False
8400236c-cb10-4a19-83d7-a7b43aa19698,afdca94c21907598,IN,False,False,False,False
26c887c5-d3da-41d0-a69a-f9e84d9c00bc,55e881608bc489bd,GB,False,False,False,False
3488977b-3df9-4a26-b610-674d34412836,ff0623b4c6a136df,IN,False,False,False,False
1e6ab99c-d17b-4ad8-88ed-91bd1942842b,4c63ef47b25d9a6d,IN,True,False,False,False
35e4b580-0f58-4737-9c55-9b25c4839072,f6b04ba8a4815a35,US,False,False,False,False
6d325df9-8164-45bd-b021-be0273345dce,a3e27d04f033d6dc,IN,False,False,False,False
66888bcd-d8ab-4dfd-af47-88e75ad2375a,8066d8080246bd06,IN,False,False,False,False
b93911f1-dd22-443a-9d20-e997e9a72a41,0e1eb75743c75e80,IN,False,False,False,False
9d360b27-f770-4557-ae76-d9ac432c219e,03b3683333603bd5,IN,False,False,False,False
416004c3-5cff-4fb7-88f0-c7b7a677ea5f,b8ded645fe0cf9eb,GB,False,False,False,False
616f4cbb-7a3d-428b-92a2-9d7ce7a13731,5953baf5612cec00,GB,False,False,True,False
319db05f-e55b-4a74-9d33-5419a43eddef,9cd4595126a53d7e,IN,True,False,False,False
08ba60c8-933b-4ed4-99b4-f4de451ba764,777ca81245b1d675,GB,False,False,False,False
43d0c02a-53e2-4336-a9ef-743015ac9ddd,d3b381bd1115cd12,GB,False,False,False,False
342b48ec-3020-438b-b293-b8911883aff4,ffd643d9ac1a9d1d,US,False,False,False,False
8d79d2f3-f7c8-409f-8ae5-b45a7e2080cc,5892dbe8fe613e3e,US,True,False,False,False
c3643fb4-c5a7-4a8c-9888-d25c90722c3f,663f5b75c720991a,SG,False,False,False,False
b247d576-949d-4e04-b251-f65b7366b2d8,3250ec9ce7fbe633,IN,False,False,False,False
73cb3786-1b48-4826-bed9-851b61bb2f6d,159276a2ef1f443d,IN,False,False,False,False
2ad30252-9df0-4eda-833b-3d08838914c0,6d5a143f6891ebb4,US,False,False,False,False
32797b21-e568-4687-a12f-2d5840cdb263,4572dc353ab3d189,SG,False,False,False,False
17bf7bbe-9a64-47dd-ad40-13a72c310448,473998277cc38e2f,GB,False,False,False,False
1646265a-2bc8-49f3-a586-4a243e610d34,9ceba8261df02762,IN,False,False,False,False
d664ea19-1d16-4e8b-9af7-84c60eef0163,d85645c93c174ee0,IN,False,False,False,False
b925f85c-1604-4b61-9f37-2142c2ac7500,ba78c7fcf1e4d081,GB,False,False,False,False
1de2c6e9-60e1-46f6-b9d3-f003bfc4f5da,859f8801ef1ec2db,IN,False,False,False,False
5e3236ec-9b3f-47dd-9be4-7f32fe6ff924,daab9319031a2197,SG,False,False,False,False
7dfbd737-56ec-410e-938b-8209f1bcc294,0df77bada7f68445,GB,False,False,False,False
4d6e0fd4-c995-4940-a099-89cb12021829,01b9f3ced08183c0,SG,False,False,False,False
839040b4-e667-4846-918c-6d77ba9f2149,6ca3a75396298652,IN,False,False,False,False
c19358e2-7fe2-476b-9f63-0db643e65a09,b1cce9d4168d4780,US,False,False,False,False
74d8606d-bff5-4299-bf70-c7b7b9eb5876,1e23ba1ffad543a4,US,False,False,False,False
089987b2-ced4-43ec-9643-bdc8822abe77,afafb80530fc52a7,US,False,False,False,False
2cd5f5e0-0d0d-4a11-9d22-3dace3a0a660,37790b0125c15e35,SG,False,False,False,False
15699a1a-45d4-4924-89d0-0cd2c49b492c,afcb12cee9c96da8,IN,True,False,False,False
b08699b7-65c1-423b-8d08-78bdee756cdc,76b88d68b2dfa667,US,False,False,True,False
c2d6cea7-44a6-426c-85dd-b81aaf6fbb06,9be4afe6b31fadd3,GB,False,False,False,False
35629529-f009-4342-a3e3-2a5273f9153f,f594a5a4bea0be63,GB,False,False,False,False
c8e3dadd-d321-43b9-84ce-067ac989215d,10711df366180e15,GB,False,False,True,False
c0c71a84-eae7-4193-9add-dcbe3c2bd01d,2c7062133c986f0b,IN,False,False,True,False
cc5f0c7f-c9a9-4bd9-8c89-833058a6d7f9,4fa366b0c2238e46,SG,False,False,False,False
aee00a4c-daa5-4d79-938b-7a9d86e76e2b,7a01d0fc9b99280d,IN,False,False,False,False
229c0857-b299-49b3-9c9c-e7e854aa0c1b,d2680e432994e237,IN,False,False,False,False
b7a44665-9aa5-4de3-8f45-d46c73720fae,3787765e44b9c377,US,False,False,False,False
00b5dc39-c352-4497-86ef-64ab5c3d57b1,0efef79bc0481738,IN,False,False,False,False
cf87b4f9-1a0b-41af-92ef-b2dc55a7afea,5887154e1577d396,IN,False,False,False,False
1fcb6794-6de3-4498-bbf3-f6743261a916,becd02dad59ea5f5,US,False,False,False,False
488caf59-61fd-48bd-96e1-d49bf29cc3bf,5f64a31493fc98a5,US,False,False,False,False
84283283-47c3-488e-94a6-a463abff8eca,35ca50ececb7ae87,IN,True,False,False,False
8211acb2-61a9-429b-be07-cf6176ae84ff,cffc83bda776093c,IN,False,False,False,False
82e9afa2-06a2-436d-954e-e626f7ef9f90,e7758d91eced155d,IN,False,False,False,False
a455ecee-f7ed-4635-8b84-8ab9bb95764c,9799f02934f5f4ca,US,False,False,False,False
3f0c2386-90ee-47af-9dcf-7a589d27727d,3e8e687c899d0a2a,IN,False,False,False,False
79c72bfb-cec3-4a72-8dff-44a62e6fe334,31aa9cd123e0ad53,US,False,False,False,False
8f02e701-9440-4d11-8e9d-ae14a126d1e6,aa86c430ee6870fd,GB,False,False,False,False
1a5a8a6f-7d48-419d-93ab-215fde7c4b46,bec41ed251731133,GB,False,False,False,False
8e82ce35-92de-416c-b936-533bfb2983bb,d8371292c3b3717d,IN,False,False,False,False
e18cb910-ffdb-44b4-9311-085f2cbd9ac6,a6650427bca1749e,SG,False,False,False,False
abf0515a-c752-4ef4-bb2c-12547425c5fd,f4e3b5d727c966c2,IN,False,False,False,True
d60eb960-242e-4276-93ea-d5e8add9d0a1,f7c698e0cfd9d8cc,IN,False,False,False,False
1ad37028-b80f-42ae-a0c6-582844d6e804,26a31b3d1d0bc448,IN,False,False,False,False
392fb435-9388-4e23-a991-8f1656d30492,43f28dffd80a603f,IN,False,False,False,False
7f3c2fff-2ab6-4a5e-ba3a-7fbfbc27c4cf,445efd1ff64d832c,SG,False,False,False,False
6098351a-5253-4589-a325-d2f0c0d8a6c9,90d9b6b080b45dfb,IN,False,False,False,False
eb8a3908-f59b-427a-a29f-2574e6d06b0e,1a851a8a4efd3141,GB,False,False,False,False
1da1f09a-838a-425b-b1ee-7b449d805db1,a6ea7f9832adeba6,IN,False,False,False,False
e288d947-696a-4197-87a1-64c300a2e789,464baa6e951301a9,IN,False,False,False,False
fa1c179d-ba9d-4e30-987c-6eb218602296,2795c83753ff53e5,IN,False,False,False,False
97d45efe-bb6c-4915-8975-3d1f9475eba8,6d570b44517d682f,IN,False,False,False,False
d8107f05-9e5c-4884-8e11-cfafee97d644,6f33ee24cabed613,IN,False,False,False,False
3ed588b4-19c6-4ce0-9177-89184247df1d,f85a150bd5d508fd,US,False,False,False,False
571301aa-e518-416f-b32d-4f1695753bfe,ecc88fa2a0a45559,US,False,False,False,False
0ef87848-752b-4fbd-a64b-f3724aedc288,978d4852f5bb6839,IN,True,False,False,False
308119a5-90f1-4798-9136-ec0c3a043632,bd36d898d34160dc,GB,False,False,False,False
09b18c5e-c681-4b49-b94c-0f5ff4096c6b,3a246738ad5d2643,US,False,False,False,False
5e9f9b07-8ef9-44f6-bb3f-e34d3a602b75,6b9d71e5bca2265b,IN,False,False,False,False
b14365a6-417a-4cf1-8c8f-8ca688a2a9a4,740eb5f0d44e4a63,IN,False,False,False,False
a412de37-329e-4831-922a-de06886013a0,d6d08cfa83f64ce6,IN,False,False,False,False
22479bd3-8bd0-4de6-8391-99738a1555fa,dee554a5ee901155,SG,False,False,False,False
76fa6256-f757-42e9-bea7-5d072633904f,5f60487d2fb9a57a,GB,False,False,False,False
63fdb8c8-278e-4e1f-825c-9c9911a9bb24,a0f07011e816994a,IN,False,False,False,False
b2449204-19b8-421e-aa8a-691f846f0104,e361834c2598ab80,GB,False,False,False,False
caf9c52f-0722-4e7c-a31d-93b47f8e11b1,a38c49f6f2dc974d,GB,False,False,False,False
570c91aa-4e7d-43f2-8730-556e83e416a8,8940e1689fc0983d,US,False,False,False,False
e2508188-5676-4637-8aaf-39264010b59b,a505e14f36ac7600,IN,False,False,False,False
08ee0925-33dc-4238-b2fe-75c7756c765c,3c6c6aef6072a3e3,SG,False,False,False,False
4a830e2b-7e87-4829-a32c-7d3a069aafc4,c2d98014fcf7b57c,SG,False,False,False,False
aa430e0b-0286-446e-99e2-2365f4a17f2b,fb4d529a43cf8e22,SG,True,False,False,False
b3193706-efd8-419e-a860-43968af6874f,c82844d82d378509,SG,False,False,False,False
0a59533b-f6cd-4111-8499-d140a19a59ad,0532fd515d37651a,SG,True,False,False,False
57305db1-c883-4fe9-9533-82b4e67af1df,bad19162e99bf938,GB,False,False,False,False
2840072d-ffe8-4bf5-af9f-e06564b560d1,0375ee7092888b82,IN,False,False,False,False
7fb2b350-9c79-483b-8a47-b7031c4e2bfb,7e7e3d59efaadc07,IN,False,False,False,False
209047c3-1ae7-4550-9b1a-2752c6aa9e24,9d3ce761fcd7c94e,IN,False,False,False,False
c87dff7d-ea51-4703-81de-f0abac294e5e,72a587f230a98853,IN,False,False,False,False
3872f383-4fd0-4d98-9f42-7e0810562101,7f9c0a81cadfdc0e,GB,False,False,False,False
6a9396ee-a3f3-4a2c-b27b-cc8dcb0f1c0a,7fe137e9ccdf1b2d,GB,True,False,True,False
e9389daa-126e-4551-aafb-066105e05a96,3cdf50c83921bd83,US,False,False,False,False
92869274-8c18-4a39-b2b8-06584e4883f8,d7972f38d0f4cdee,GB,False,False,False,False
71cc4794-ecec-4e08-85ad-62e326707c83,5884dd67e2ca92c6,IN,False,False,False,False
87b6df43-6651-4ef4-b7e3-ddb2a2d3597f,5087c86c7d6cfc10,IN,False,False,False,False
abb40e18-9d32-4204-8ed7-882df299f797,a657df3e7ec7ee0f,SG,False,False,False,False
b1760041-32b0-45ca-b9f3-0206fd31dbf6,c3e274ae2f21f14c,IN,False,False,False,False
503bf3ad-6326-4a08-8c88-37e2a77e4847,c206ddbdac764e6e,US,False,False,False,False
c776558a-7087-4249-b307-906274e9aed4,ab171df8665add27,IN,False,False,False,False
8b97b387-3ffe-4f64-b3c8-25dca9d6f223,09ba2fe8af89e036,IN,False,False,False,False
ca243504-c1be-47d1-bbd9-03e4153272d4,b24e36dd07bb7dc1,GB,False,False,False,False
ca5721d7-5b8c-48b8-9997-7c8477fbf5a7,4d471aa90fbaf1f9,GB,False,False,False,False
2819bff4-7ee5-4ff6-90f5-a8b532fdf812,9075254e9cdca57f,GB,False,False,False,False
c9189023-01da-43ff-a23a-00b2b20d3774,085fc49928253ab5,IN,False,False,False,False
e55773ce-ff5c-4f33-9977-9c99bdef0191,5865764ff1e3ddbe,US,False,False,False,False
dacf36e0-85e6-455b-a95a-e9fb5eb6dad7,16e36d93ad959852,SG,False,False,False,False
21e90b9c-aec9-4906-b046-d6ae33ae1a2e,77e48be28e0dcd45,US,False,False,False,False
faf54768-589f-497c-a2e8-48d29fe05eb6,a53e517267753c78,IN,False,False,False,False
036375d2-74bb-4c7b-8d7b-3f936d5ca974,11b823d6a44cc976,IN,False,False,False,False
e4c739d9-ec31-4dc4-979f-43ba729cab7a,f562aa5b7ce2b480,US,False,False,False,False
e4214f97-8dde-412c-8b85-c4f14ae68e70,e32d38706075a4d4,IN,False,False,False,False
4cd46bd2-cc40-461c-9680-c15c5f14f2da,d71bcdc481e2da25,US,False,False,False,False
7d792840-cefe-4f13-9a86-da5c0936da03,46a43c686bc8b48f,IN,False,False,False,False
e52b7272-9e92-4a56-95c9-b28139783398,3f013fd0aebdfd00,IN,False,False,False,False
3a957615-0ab8-4d82-ac3f-c0408fb2ca56,b28e2765fb3505c3,GB,False,False,False,False
d103bfcc-e8d0-493e-9068-3c80da28aabe,788ae019143607ed,IN,False,False,False,False
e9965ba3-02e2-4597-9202-8b6836f7e27c,4ea3d2cd2c27575a,IN,False,False,False,False
de274587-bda2-464c-ad02-932ed4cf705a,58360b461d9f7ab7,US,False,False,False,False
115a5cef-6551-4a33-8972-3b91efb5dc66,4957832a434593f1,IN,False,False,False,False
1fb4d79e-42d1-45b7-9c2b-dba75a5ca34a,23e7256affdaadc3,GB,False,False,False,False
5a761ad1-8ecc-438b-a775-c8817212622f,ff2a7b53af43de08,IN,False,False,False,False
1a1e4ba2-b5b1-427b-a310-76b00eae176d,1a96fd0c5a775fd8,GB,False,False,False,False
c8c505dd-60f6-45ed-bd2c-be709c3152d7,a459c3224a5aed86,IN,False,False,False,False
26d6f907-b141-4de2-b923-68f03cd4ab7c,bbe82fd5e0ddfa4c,IN,False,False,False,False
47636189-fe05-4eb5-92aa-e31109f50a86,71bdb5ddf4892712,US,False,False,False,False
0042aaba-97b0-4823-a570-701b87567a37,b30a3098cc59d174,SG,False,False,False,False
68fc5986-bd7c-416a-83bf-8774e25011bf,f050a204617cbce9,IN,False,False,False,False
f446d7c7-6af6-4bb5-a1a1-3d5105395208,5462a5c848614be8,US,False,False,False,False
d40ece63-9b07-4a39-8a49-3f8e03975235,9958abad01ae1d33,IN,False,False,False,False
1049c617-07ce-4062-9b00-1d31e0974e3b,1fc724f928972567,IN,False,False,False,False
9021e7d2-3271-4971-9f74-8ad093f9a266,1360015cd3b84928,GB,False,False,False,False
e38e4bff-d8e6-4f95-9c47-125431d2e2d7,eb255622b0181919,GB,False,False,False,False
e0cacc9a-84d6-4a44-b297-5013a8b7c753,db0cb4c8bd9d47e1,IN,False,False,False,False
cac10bd1-aa4c-47f2-a508-4f51ebe1f6b7,833d69c009d547bf,US,False,False,False,False
